Task ID, Job ID, Arrival min, Arrival max, Cost min, Cost max, Deadline, Priority
0,0,0,0,1,1,25,9
0,1,0,0,1,1,25,9
0,2,0,0,1,1,25,9
0,3,0,0,1,1,25,9
0,4,0,0,1,1,25,9
1,5,0,0,1,1,14,2
1,6,0,0,1,1,14,2
1,7,0,0,1,1,14,2
1,8,0,0,1,1,14,2
1,9,0,0,1,1,14,2
2,10,0,0,1,1,95,15
2,11,0,0,1,1,95,15
2,12,0,0,1,1,95,15
2,13,0,0,1,1,95,15
2,14,0,0,1,1,95,15
3,15,0,0,1,1,20,4
3,16,0,0,1,1,20,4
3,17,0,0,1,1,20,4
3,18,0,0,1,1,20,4
3,19,0,0,1,1,20,4
4,20,0,0,1,1,74,12
4,21,0,0,1,1,74,12
4,22,0,0,1,1,74,12
4,23,0,0,1,1,74,12
4,24,0,0,1,1,74,12
5,25,0,0,1,2,546,20
5,26,0,0,2,4,546,20
5,27,0,0,1,2,546,20
5,28,0,0,1,2,546,20
5,29,0,0,1,2,546,20
6,30,0,0,1,1,89,14
6,31,0,0,1,2,89,14
6,32,0,0,1,2,89,14
6,33,0,0,2,4,89,14
6,34,0,0,1,2,89,14
7,35,0,0,1,2,253,18
7,36,0,0,1,1,253,18
7,37,0,0,1,1,253,18
7,38,0,0,1,1,253,18
7,39,0,0,1,2,253,18
8,40,0,0,1,1,120,16
8,41,0,0,1,1,120,16
8,42,0,0,1,1,120,16
8,43,0,0,1,1,120,16
8,44,0,0,1,1,120,16
9,45,0,0,1,1,22,7
9,46,0,0,1,1,22,7
9,47,0,0,1,1,22,7
9,48,0,0,1,1,22,7
9,49,0,0,1,1,22,7
10,50,0,0,1,1,33,10
10,51,0,0,1,1,33,10
10,52,0,0,1,1,33,10
10,53,0,0,1,1,33,10
10,54,0,0,1,1,33,10
11,55,0,0,1,1,278,19
11,56,0,0,1,1,278,19
11,57,0,0,1,1,278,19
11,58,0,0,1,1,278,19
11,59,0,0,1,1,278,19
12,60,0,0,1,1,21,6
12,61,0,0,1,1,21,6
12,62,0,0,1,1,21,6
12,63,0,0,1,1,21,6
12,64,0,0,1,1,21,6
13,65,0,0,1,1,207,17
13,66,0,0,1,1,207,17
13,67,0,0,1,1,207,17
13,68,0,0,1,1,207,17
13,69,0,0,1,1,207,17
14,70,0,0,1,1,19,3
14,71,0,0,1,1,19,3
14,72,0,0,1,1,19,3
14,73,0,0,1,1,19,3
14,74,0,0,1,1,19,3
15,75,0,0,1,1,20,5
15,76,0,0,1,1,20,5
15,77,0,0,1,1,20,5
15,78,0,0,1,1,20,5
15,79,0,0,1,1,20,5
16,80,0,0,1,1,35,11
16,81,0,0,1,1,35,11
16,82,0,0,1,1,35,11
16,83,0,0,1,1,35,11
16,84,0,0,1,1,35,11
17,85,0,0,1,1,23,8
17,86,0,0,1,1,23,8
17,87,0,0,1,1,23,8
17,88,0,0,1,1,23,8
17,89,0,0,1,1,23,8
18,90,0,0,1,1,11,1
18,91,0,0,1,1,11,1
18,92,0,0,1,1,11,1
18,93,0,0,1,1,11,1
18,94,0,0,1,1,11,1
19,95,0,0,1,1,76,13
19,96,0,0,1,1,76,13
19,97,0,0,1,1,76,13
19,98,0,0,1,1,76,13
19,99,0,0,1,1,76,13
