Task ID, Job ID, Arrival min, Arrival max, Cost min, Cost max, Deadline, Priority
0,0,0,0,2,3,270,12
0,1,0,0,1,2,270,12
0,2,0,0,1,1,270,12
0,3,0,0,2,3,270,12
0,4,0,0,2,3,270,12
1,5,0,0,1,1,23,4
1,6,0,0,1,1,23,4
1,7,0,0,1,1,23,4
1,8,0,0,1,1,23,4
1,9,0,0,1,1,23,4
2,10,0,0,1,1,63,8
2,11,0,0,1,1,63,8
2,12,0,0,1,1,63,8
2,13,0,0,1,1,63,8
2,14,0,0,1,1,63,8
3,15,0,0,2,3,6304,19
3,16,0,0,2,3,6304,19
3,17,0,0,2,3,6304,19
3,18,0,0,1,2,6304,19
3,19,0,0,1,2,6304,19
4,20,0,0,3,6,228,11
4,21,0,0,2,3,228,11
4,22,0,0,2,3,228,11
4,23,0,0,3,6,228,11
4,24,0,0,1,1,228,11
5,25,0,0,1,2,433,17
5,26,0,0,1,1,433,17
5,27,0,0,1,2,433,17
5,28,0,0,1,1,433,17
5,29,0,0,1,1,433,17
6,30,0,0,1,1,87,9
6,31,0,0,1,1,87,9
6,32,0,0,1,1,87,9
6,33,0,0,1,1,87,9
6,34,0,0,1,1,87,9
7,35,0,0,2,4,665,18
7,36,0,0,2,5,665,18
7,37,0,0,2,4,665,18
7,38,0,0,2,4,665,18
7,39,0,0,2,5,665,18
8,40,0,0,4,7,7499,20
8,41,0,0,4,8,7499,20
8,42,0,0,2,3,7499,20
8,43,0,0,1,2,7499,20
8,44,0,0,2,3,7499,20
9,45,0,0,1,1,299,13
9,46,0,0,4,8,299,13
9,47,0,0,1,2,299,13
9,48,0,0,1,2,299,13
9,49,0,0,4,7,299,13
10,50,0,0,1,1,52,7
10,51,0,0,1,1,52,7
10,52,0,0,1,1,52,7
10,53,0,0,1,1,52,7
10,54,0,0,1,1,52,7
11,55,0,0,1,2,307,14
11,56,0,0,1,2,307,14
11,57,0,0,2,3,307,14
11,58,0,0,1,2,307,14
11,59,0,0,1,2,307,14
12,60,0,0,1,1,36,6
12,61,0,0,1,1,36,6
12,62,0,0,1,1,36,6
12,63,0,0,1,1,36,6
12,64,0,0,1,1,36,6
13,65,0,0,1,1,35,5
13,66,0,0,1,1,35,5
13,67,0,0,1,1,35,5
13,68,0,0,1,1,35,5
13,69,0,0,1,1,35,5
14,70,0,0,2,3,358,15
14,71,0,0,1,1,358,15
14,72,0,0,2,3,358,15
14,73,0,0,1,1,358,15
14,74,0,0,2,4,358,15
15,75,0,0,1,1,18,1
15,76,0,0,1,1,18,1
15,77,0,0,1,1,18,1
15,78,0,0,1,1,18,1
15,79,0,0,1,1,18,1
16,80,0,0,1,1,21,2
16,81,0,0,1,1,21,2
16,82,0,0,1,1,21,2
16,83,0,0,1,1,21,2
16,84,0,0,1,1,21,2
17,85,0,0,1,2,177,10
17,86,0,0,2,3,177,10
17,87,0,0,2,3,177,10
17,88,0,0,1,2,177,10
17,89,0,0,1,1,177,10
18,90,0,0,1,1,22,3
18,91,0,0,1,1,22,3
18,92,0,0,1,1,22,3
18,93,0,0,1,1,22,3
18,94,0,0,1,1,22,3
19,95,0,0,1,1,360,16
19,96,0,0,2,4,360,16
19,97,0,0,1,1,360,16
19,98,0,0,2,4,360,16
19,99,0,0,2,3,360,16
