Task ID, Job ID, Arrival min, Arrival max, Cost min, Cost max, Deadline, Priority
0,0,0,0,1,1,228,13
0,1,0,0,1,1,228,13
0,2,0,0,1,2,228,13
0,3,0,0,2,3,228,13
0,4,0,0,1,2,228,13
1,5,0,0,1,1,31,2
1,6,0,0,1,1,31,2
1,7,0,0,1,1,31,2
1,8,0,0,1,1,31,2
1,9,0,0,1,1,31,2
2,10,0,0,7,14,1768,19
2,11,0,0,5,10,1768,19
2,12,0,0,2,4,1768,19
2,13,0,0,8,15,1768,19
2,14,0,0,6,11,1768,19
3,15,0,0,1,1,109,6
3,16,0,0,1,1,109,6
3,17,0,0,1,1,109,6
3,18,0,0,1,1,109,6
3,19,0,0,1,1,109,6
4,20,0,0,1,1,125,8
4,21,0,0,1,1,125,8
4,22,0,0,1,1,125,8
4,23,0,0,1,1,125,8
4,24,0,0,1,1,125,8
5,25,0,0,1,1,194,11
5,26,0,0,1,1,194,11
5,27,0,0,1,1,194,11
5,28,0,0,1,1,194,11
5,29,0,0,1,1,194,11
6,30,0,0,3,6,556,15
6,31,0,0,5,10,556,15
6,32,0,0,3,6,556,15
6,33,0,0,4,8,556,15
6,34,0,0,5,10,556,15
7,35,0,0,1,2,681,16
7,36,0,0,1,2,681,16
7,37,0,0,2,3,681,16
7,38,0,0,1,2,681,16
7,39,0,0,2,3,681,16
8,40,0,0,1,1,41,3
8,41,0,0,1,1,41,3
8,42,0,0,1,1,41,3
8,43,0,0,1,1,41,3
8,44,0,0,1,1,41,3
9,45,0,0,1,1,194,12
9,46,0,0,1,1,194,12
9,47,0,0,1,1,194,12
9,48,0,0,1,1,194,12
9,49,0,0,1,1,194,12
10,50,0,0,1,1,103,5
10,51,0,0,1,1,103,5
10,52,0,0,1,1,103,5
10,53,0,0,1,1,103,5
10,54,0,0,1,1,103,5
11,55,0,0,1,1,30,1
11,56,0,0,1,1,30,1
11,57,0,0,1,1,30,1
11,58,0,0,1,1,30,1
11,59,0,0,1,1,30,1
12,60,0,0,4,8,879,17
12,61,0,0,6,12,879,17
12,62,0,0,6,11,879,17
12,63,0,0,1,2,879,17
12,64,0,0,1,1,879,17
13,65,0,0,1,1,94,4
13,66,0,0,1,1,94,4
13,67,0,0,1,1,94,4
13,68,0,0,1,1,94,4
13,69,0,0,1,1,94,4
14,70,0,0,2,5,2872,20
14,71,0,0,4,8,2872,20
14,72,0,0,2,3,2872,20
14,73,0,0,2,4,2872,20
14,74,0,0,1,2,2872,20
15,75,0,0,1,2,1503,18
15,76,0,0,3,6,1503,18
15,77,0,0,3,6,1503,18
15,78,0,0,2,4,1503,18
15,79,0,0,1,2,1503,18
16,80,0,0,2,3,238,14
16,81,0,0,2,4,238,14
16,82,0,0,2,3,238,14
16,83,0,0,2,5,238,14
16,84,0,0,2,3,238,14
17,85,0,0,2,3,174,9
17,86,0,0,2,3,174,9
17,87,0,0,1,2,174,9
17,88,0,0,1,1,174,9
17,89,0,0,2,3,174,9
18,90,0,0,1,1,186,10
18,91,0,0,1,1,186,10
18,92,0,0,1,1,186,10
18,93,0,0,1,1,186,10
18,94,0,0,1,1,186,10
19,95,0,0,1,1,116,7
19,96,0,0,1,1,116,7
19,97,0,0,1,1,116,7
19,98,0,0,1,2,116,7
19,99,0,0,1,2,116,7
