Task ID, Job ID, Arrival min, Arrival max, Cost min, Cost max, Deadline, Priority
0,0,0,0,1,1,166,6
0,1,0,0,1,1,166,6
0,2,0,0,1,1,166,6
0,3,0,0,1,1,166,6
0,4,0,0,1,1,166,6
1,5,0,0,8,15,3932,18
1,6,0,0,10,20,3932,18
1,7,0,0,1,1,3932,18
1,8,0,0,16,32,3932,18
1,9,0,0,10,20,3932,18
2,10,0,0,1,1,104,2
2,11,0,0,1,1,104,2
2,12,0,0,1,1,104,2
2,13,0,0,1,1,104,2
2,14,0,0,1,1,104,2
3,15,0,0,4,9,309,7
3,16,0,0,1,2,309,7
3,17,0,0,2,4,309,7
3,18,0,0,4,7,309,7
3,19,0,0,3,6,309,7
4,20,0,0,2,5,4857,20
4,21,0,0,8,17,4857,20
4,22,0,0,3,6,4857,20
4,23,0,0,6,12,4857,20
4,24,0,0,8,17,4857,20
5,25,0,0,2,5,567,10
5,26,0,0,3,6,567,10
5,27,0,0,2,5,567,10
5,28,0,0,2,4,567,10
5,29,0,0,2,4,567,10
6,30,0,0,1,1,152,5
6,31,0,0,1,1,152,5
6,32,0,0,1,1,152,5
6,33,0,0,1,1,152,5
6,34,0,0,1,1,152,5
7,35,0,0,2,3,140,4
7,36,0,0,2,3,140,4
7,37,0,0,1,2,140,4
7,38,0,0,1,1,140,4
7,39,0,0,2,3,140,4
8,40,0,0,1,1,590,11
8,41,0,0,1,1,590,11
8,42,0,0,1,1,590,11
8,43,0,0,1,1,590,11
8,44,0,0,1,1,590,11
9,45,0,0,7,14,874,12
9,46,0,0,8,15,874,12
9,47,0,0,8,17,874,12
9,48,0,0,6,12,874,12
9,49,0,0,8,15,874,12
10,50,0,0,1,1,315,8
10,51,0,0,1,1,315,8
10,52,0,0,1,1,315,8
10,53,0,0,1,1,315,8
10,54,0,0,1,1,315,8
11,55,0,0,8,17,1948,16
11,56,0,0,6,12,1948,16
11,57,0,0,7,14,1948,16
11,58,0,0,6,13,1948,16
11,59,0,0,16,31,1948,16
12,60,0,0,4,7,1341,14
12,61,0,0,8,16,1341,14
12,62,0,0,10,20,1341,14
12,63,0,0,8,16,1341,14
12,64,0,0,9,18,1341,14
13,65,0,0,2,5,1580,15
13,66,0,0,6,11,1580,15
13,67,0,0,4,7,1580,15
13,68,0,0,6,13,1580,15
13,69,0,0,2,3,1580,15
14,70,0,0,4,9,4366,19
14,71,0,0,12,24,4366,19
14,72,0,0,4,7,4366,19
14,73,0,0,4,9,4366,19
14,74,0,0,11,22,4366,19
15,75,0,0,1,1,520,9
15,76,0,0,1,1,520,9
15,77,0,0,1,1,520,9
15,78,0,0,1,1,520,9
15,79,0,0,1,1,520,9
16,80,0,0,1,1,1204,13
16,81,0,0,1,1,1204,13
16,82,0,0,1,1,1204,13
16,83,0,0,1,1,1204,13
16,84,0,0,1,1,1204,13
17,85,0,0,6,12,1975,17
17,86,0,0,5,10,1975,17
17,87,0,0,4,8,1975,17
17,88,0,0,5,10,1975,17
17,89,0,0,5,10,1975,17
18,90,0,0,1,1,69,1
18,91,0,0,1,2,69,1
18,92,0,0,1,2,69,1
18,93,0,0,1,2,69,1
18,94,0,0,1,2,69,1
19,95,0,0,1,2,126,3
19,96,0,0,1,1,126,3
19,97,0,0,1,1,126,3
19,98,0,0,1,1,126,3
19,99,0,0,1,2,126,3
