Task ID, Job ID, Arrival min, Arrival max, Cost min, Cost max, Deadline, Priority
0,0,0,0,2,3,1265,20
0,1,0,0,1,2,1265,20
0,2,0,0,2,3,1265,20
0,3,0,0,2,3,1265,20
0,4,0,0,1,1,1265,20
1,5,0,0,1,1,29,7
1,6,0,0,1,1,29,7
1,7,0,0,1,1,29,7
1,8,0,0,1,1,29,7
1,9,0,0,1,1,29,7
2,10,0,0,1,1,87,15
2,11,0,0,1,1,87,15
2,12,0,0,1,1,87,15
2,13,0,0,1,1,87,15
2,14,0,0,1,1,87,15
3,15,0,0,1,1,44,11
3,16,0,0,1,1,44,11
3,17,0,0,1,1,44,11
3,18,0,0,1,1,44,11
3,19,0,0,1,1,44,11
4,20,0,0,1,2,81,14
4,21,0,0,2,3,81,14
4,22,0,0,2,4,81,14
4,23,0,0,1,2,81,14
4,24,0,0,1,1,81,14
5,25,0,0,1,1,35,8
5,26,0,0,1,1,35,8
5,27,0,0,1,1,35,8
5,28,0,0,1,1,35,8
5,29,0,0,1,1,35,8
6,30,0,0,1,1,331,19
6,31,0,0,1,1,331,19
6,32,0,0,1,1,331,19
6,33,0,0,1,1,331,19
6,34,0,0,1,1,331,19
7,35,0,0,1,1,22,4
7,36,0,0,1,1,22,4
7,37,0,0,1,1,22,4
7,38,0,0,1,1,22,4
7,39,0,0,1,1,22,4
8,40,0,0,1,1,51,12
8,41,0,0,1,1,51,12
8,42,0,0,1,1,51,12
8,43,0,0,1,1,51,12
8,44,0,0,1,1,51,12
9,45,0,0,1,1,37,9
9,46,0,0,1,1,37,9
9,47,0,0,1,1,37,9
9,48,0,0,1,1,37,9
9,49,0,0,1,1,37,9
10,50,0,0,1,1,22,5
10,51,0,0,1,1,22,5
10,52,0,0,1,1,22,5
10,53,0,0,1,1,22,5
10,54,0,0,1,1,22,5
11,55,0,0,1,2,116,17
11,56,0,0,1,1,116,17
11,57,0,0,2,3,116,17
11,58,0,0,2,3,116,17
11,59,0,0,1,1,116,17
12,60,0,0,1,1,280,18
12,61,0,0,1,1,280,18
12,62,0,0,1,1,280,18
12,63,0,0,1,1,280,18
12,64,0,0,1,1,280,18
13,65,0,0,1,1,24,6
13,66,0,0,1,1,24,6
13,67,0,0,1,1,24,6
13,68,0,0,1,1,24,6
13,69,0,0,1,1,24,6
14,70,0,0,1,1,12,1
14,71,0,0,1,1,12,1
14,72,0,0,1,1,12,1
14,73,0,0,1,1,12,1
14,74,0,0,1,1,12,1
15,75,0,0,1,1,99,16
15,76,0,0,1,1,99,16
15,77,0,0,1,1,99,16
15,78,0,0,1,1,99,16
15,79,0,0,1,1,99,16
16,80,0,0,1,1,40,10
16,81,0,0,1,1,40,10
16,82,0,0,1,1,40,10
16,83,0,0,1,1,40,10
16,84,0,0,1,1,40,10
17,85,0,0,1,1,20,3
17,86,0,0,1,1,20,3
17,87,0,0,1,1,20,3
17,88,0,0,1,1,20,3
17,89,0,0,1,1,20,3
18,90,0,0,1,1,61,13
18,91,0,0,1,1,61,13
18,92,0,0,1,1,61,13
18,93,0,0,1,1,61,13
18,94,0,0,1,1,61,13
19,95,0,0,1,1,12,2
19,96,0,0,1,1,12,2
19,97,0,0,1,1,12,2
19,98,0,0,1,1,12,2
19,99,0,0,1,1,12,2
