Task ID, Job ID, Arrival min, Arrival max, Cost min, Cost max, Deadline, Priority
0,0,0,0,1,1,50,7
0,1,0,0,1,1,50,7
0,2,0,0,1,1,50,7
0,3,0,0,1,1,50,7
0,4,0,0,1,1,50,7
1,5,0,0,1,1,113,10
1,6,0,0,1,1,113,10
1,7,0,0,1,1,113,10
1,8,0,0,1,1,113,10
1,9,0,0,1,1,113,10
2,10,0,0,1,1,45,5
2,11,0,0,1,1,45,5
2,12,0,0,1,1,45,5
2,13,0,0,1,1,45,5
2,14,0,0,1,1,45,5
3,15,0,0,1,1,61,8
3,16,0,0,1,1,61,8
3,17,0,0,1,1,61,8
3,18,0,0,1,1,61,8
3,19,0,0,1,1,61,8
4,20,0,0,1,1,31,3
4,21,0,0,1,1,31,3
4,22,0,0,1,1,31,3
4,23,0,0,1,1,31,3
4,24,0,0,1,1,31,3
5,25,0,0,1,1,44,4
5,26,0,0,1,1,44,4
5,27,0,0,1,1,44,4
5,28,0,0,1,1,44,4
5,29,0,0,1,1,44,4
6,30,0,0,1,1,21,2
6,31,0,0,1,1,21,2
6,32,0,0,1,1,21,2
6,33,0,0,1,1,21,2
6,34,0,0,1,1,21,2
7,35,0,0,1,1,332,16
7,36,0,0,1,1,332,16
7,37,0,0,1,1,332,16
7,38,0,0,1,1,332,16
7,39,0,0,1,1,332,16
8,40,0,0,1,1,137,12
8,41,0,0,1,1,137,12
8,42,0,0,1,1,137,12
8,43,0,0,1,1,137,12
8,44,0,0,1,1,137,12
9,45,0,0,3,6,5922,20
9,46,0,0,4,7,5922,20
9,47,0,0,1,2,5922,20
9,48,0,0,2,5,5922,20
9,49,0,0,4,7,5922,20
10,50,0,0,4,8,228,14
10,51,0,0,2,3,228,14
10,52,0,0,3,6,228,14
10,53,0,0,2,5,228,14
10,54,0,0,2,5,228,14
11,55,0,0,1,1,20,1
11,56,0,0,1,1,20,1
11,57,0,0,1,1,20,1
11,58,0,0,1,1,20,1
11,59,0,0,1,1,20,1
12,60,0,0,1,1,919,17
12,61,0,0,1,1,919,17
12,62,0,0,1,1,919,17
12,63,0,0,1,1,919,17
12,64,0,0,1,1,919,17
13,65,0,0,1,1,164,13
13,66,0,0,2,3,164,13
13,67,0,0,2,3,164,13
13,68,0,0,2,3,164,13
13,69,0,0,1,1,164,13
14,70,0,0,1,1,4165,19
14,71,0,0,1,1,4165,19
14,72,0,0,1,1,4165,19
14,73,0,0,1,1,4165,19
14,74,0,0,1,1,4165,19
15,75,0,0,1,1,46,6
15,76,0,0,1,1,46,6
15,77,0,0,1,1,46,6
15,78,0,0,1,1,46,6
15,79,0,0,1,1,46,6
16,80,0,0,1,2,1745,18
16,81,0,0,1,1,1745,18
16,82,0,0,3,6,1745,18
16,83,0,0,2,3,1745,18
16,84,0,0,4,7,1745,18
17,85,0,0,1,2,136,11
17,86,0,0,2,3,136,11
17,87,0,0,3,6,136,11
17,88,0,0,2,3,136,11
17,89,0,0,2,3,136,11
18,90,0,0,1,1,79,9
18,91,0,0,1,2,79,9
18,92,0,0,1,1,79,9
18,93,0,0,1,1,79,9
18,94,0,0,1,2,79,9
19,95,0,0,1,1,299,15
19,96,0,0,1,1,299,15
19,97,0,0,1,1,299,15
19,98,0,0,1,1,299,15
19,99,0,0,1,1,299,15
